Creativity Score,Adobe Photoshop Proficiency,Adobe Illustrator Proficiency,Adobe After Effects Proficiency,3D Modeling Skill,UI/UX Knowledge,Video Editing Skill,Game Design Knowledge,Sketching/Drawing Skill,Typography Skill,Color Theory Knowledge,Branding Knowledge,Web Development Knowledge,Fashion Design Knowledge,Interior Design Knowledge,Product Design Knowledge,Illustration Skill,Animation Skill,Years of Experience,Preferred Design Style,Career Role
4,7,8,2,4,6,4,2,5,9,7,6,4,1,1,2,5,3,5,Futuristic,Graphic Designer
6,7,7,5,1,7,3,3,3,5,4,2,8,3,3,3,5,4,6,Futuristic,UX/UI Designer
9,7,7,8,7,4,8,5,2,3,4,3,2,1,2,2,3,9,9,Cartoon,Animator
7,3,5,3,5,3,2,2,3,6,5,5,3,3,2,3,5,5,9,Modern,Packaging Designer
9,5,5,3,7,3,4,2,7,3,3,3,4,1,2,1,7,4,4,Minimalist,Concept Artist
6,3,3,2,1,9,4,2,3,6,5,2,8,3,1,2,5,5,10,Realistic,UX/UI Designer
5,6,5,8,1,6,7,1,3,3,3,5,4,2,1,4,4,5,3,Realistic,Video Editor
8,7,7,2,3,7,3,1,4,4,4,5,8,2,1,4,5,5,6,Modern,UX/UI Designer
6,9,8,4,3,5,4,5,2,7,9,2,2,3,1,1,5,4,7,Classic,Graphic Designer
9,7,4,2,9,6,4,1,8,3,5,5,2,2,1,1,8,2,3,Cartoon,Concept Artist
8,7,6,5,3,6,3,4,3,6,4,3,3,3,3,9,5,5,1,Classic,Product Designer
6,4,3,2,5,5,4,1,5,3,3,6,4,3,8,4,5,3,3,Realistic,Interior Designer
9,4,9,5,2,6,5,2,8,5,7,3,2,2,2,3,7,3,3,Modern,Illustration Artist
6,9,9,2,1,2,2,4,4,9,9,5,3,3,3,3,5,2,8,Futuristic,Graphic Designer
8,9,5,4,2,9,4,1,5,6,6,2,9,2,2,1,3,3,9,Abstract,Web Designer
6,7,5,5,4,3,4,5,5,5,4,9,1,1,2,1,3,5,9,Cartoon,Art Director
5,4,4,3,4,4,4,2,8,5,8,4,3,8,3,2,3,2,2,Minimalist,Fashion Designer
5,6,4,9,4,2,8,2,3,4,3,2,4,1,3,4,5,2,4,Futuristic,Video Editor
8,6,7,3,5,6,4,5,4,3,6,8,4,3,3,2,5,5,7,Futuristic,Art Director
4,3,3,2,3,5,4,2,3,4,5,3,2,3,9,1,5,2,7,Realistic,Interior Designer
7,4,5,7,3,4,8,1,4,6,6,2,3,2,3,4,4,2,9,Minimalist,Video Editor
7,8,9,5,2,3,3,5,3,8,7,7,1,3,3,1,4,3,9,Modern,Branding & Identity Designer
8,5,3,4,1,2,3,1,4,3,6,3,1,3,9,3,4,3,7,Modern,Interior Designer
6,3,7,4,3,2,5,1,8,3,7,3,1,2,1,2,8,4,6,Abstract,Illustration Artist
8,5,5,3,2,4,3,4,2,3,3,3,1,1,2,8,3,4,4,Abstract,Product Designer
5,6,4,5,1,3,5,1,3,3,3,9,2,3,2,2,4,4,6,Minimalist,Art Director
6,5,7,4,8,4,5,8,4,3,6,2,1,1,2,2,3,3,3,Abstract,Game Designer
4,3,4,3,5,4,5,4,5,5,3,8,2,1,1,3,3,4,2,Minimalist,Art Director
9,6,6,7,8,2,8,1,5,3,3,4,1,2,1,1,4,7,10,Minimalist,Animator
8,4,4,7,5,6,7,1,2,5,3,4,3,1,2,4,4,8,9,Futuristic,Motion Graphics Designer
7,4,3,2,9,5,2,5,7,4,6,2,4,1,1,4,8,4,4,Realistic,Concept Artist
4,7,3,5,5,6,5,2,4,6,6,8,1,2,3,1,4,4,7,Cartoon,Art Director
8,6,7,6,9,5,4,5,7,5,3,4,2,3,3,2,9,4,6,Modern,Concept Artist
8,7,3,7,5,3,9,5,5,4,4,2,4,2,3,4,5,2,1,Modern,Video Editor
8,9,8,4,1,4,5,5,2,8,9,4,3,3,2,2,5,5,6,Classic,Graphic Designer
8,3,9,2,4,2,3,2,8,5,8,2,2,1,3,2,8,2,10,Minimalist,Illustration Artist
4,5,3,4,2,6,3,3,5,4,6,5,4,3,2,1,3,3,2,Minimalist,Packaging Designer
6,4,6,4,5,3,2,1,4,3,5,5,1,1,8,2,5,2,1,Realistic,Interior Designer
7,5,8,2,5,3,4,2,7,3,8,2,2,2,3,4,7,2,2,Futuristic,Illustration Artist
6,7,5,3,3,2,2,2,3,3,6,5,4,1,9,4,3,2,9,Modern,Interior Designer
5,3,3,2,9,5,4,7,4,4,5,2,4,2,2,2,5,4,8,Realistic,Game Designer
5,7,7,2,4,7,4,3,3,5,3,6,7,1,3,2,5,2,10,Realistic,Web Designer
8,3,5,8,4,3,9,1,3,6,5,3,3,2,1,4,3,3,10,Modern,Video Editor
7,5,6,7,4,6,7,4,5,5,3,6,2,3,3,4,3,5,3,Cartoon,Video Editor
4,3,5,6,3,6,4,3,5,4,4,5,3,1,2,2,4,2,7,Cartoon,Packaging Designer
7,4,7,2,2,6,5,5,2,5,5,6,3,2,2,7,3,4,10,Minimalist,Product Designer
6,7,7,7,1,3,9,3,3,4,3,4,2,3,2,1,5,7,10,Abstract,Motion Graphics Designer
8,5,3,2,8,2,4,1,7,6,4,2,2,1,1,3,7,3,7,Modern,Concept Artist
8,5,5,4,5,9,2,2,4,4,5,4,9,1,2,2,4,4,9,Modern,UX/UI Designer
7,6,3,6,5,9,4,1,2,4,6,2,9,2,1,3,5,5,7,Modern,UX/UI Designer
6,5,3,9,2,5,9,2,3,3,6,6,1,1,3,4,3,7,9,Realistic,Motion Graphics Designer
8,3,7,3,1,7,5,1,4,3,3,5,9,1,2,3,5,3,1,Futuristic,UX/UI Designer
8,7,4,2,3,3,4,1,5,3,4,2,4,2,7,4,5,3,2,Realistic,Interior Designer
6,3,7,2,1,3,4,2,3,6,3,4,2,3,1,1,4,5,5,Modern,Packaging Designer
4,8,5,6,1,9,3,2,2,3,4,3,7,3,3,4,3,2,4,Futuristic,Web Designer
8,3,5,4,4,2,4,5,5,3,6,5,1,3,2,9,4,3,7,Realistic,Product Designer
7,6,8,5,1,6,2,4,7,5,9,4,1,3,1,4,7,3,2,Cartoon,Illustration Artist
6,4,5,5,7,5,3,2,7,5,4,3,4,2,3,4,8,5,3,Modern,Concept Artist
8,3,4,2,2,4,4,4,7,5,9,6,3,7,3,3,5,5,8,Futuristic,Fashion Designer
6,6,4,9,3,3,9,5,5,4,4,2,2,1,1,4,3,4,7,Futuristic,Video Editor
6,4,7,3,9,4,4,9,2,4,5,2,4,2,1,3,5,4,10,Futuristic,Game Designer
6,6,3,3,5,3,4,5,8,6,8,6,2,8,1,1,3,3,5,Classic,Fashion Designer
4,6,6,2,1,4,4,4,9,6,7,4,1,9,3,4,3,2,7,Modern,Fashion Designer
4,9,5,3,5,8,3,5,4,4,4,3,8,3,1,2,4,3,1,Minimalist,Web Designer
6,6,3,5,2,6,4,4,9,5,9,6,1,9,1,1,4,2,9,Minimalist,Fashion Designer
4,4,4,7,5,3,9,5,3,3,4,5,4,1,1,4,4,9,10,Minimalist,Motion Graphics Designer
9,4,7,3,9,4,2,4,7,3,6,3,1,3,1,2,7,4,5,Classic,Concept Artist
4,7,8,5,2,5,3,2,3,7,7,8,2,1,3,1,4,2,10,Abstract,Branding & Identity Designer
4,6,3,6,1,2,4,5,4,6,5,9,4,1,2,4,3,3,10,Classic,Art Director
6,6,5,9,1,6,8,4,5,3,3,3,1,1,3,4,5,5,2,Futuristic,Video Editor
6,3,5,4,8,2,3,7,2,6,3,5,2,1,3,2,5,4,5,Cartoon,Game Designer
5,6,5,5,9,2,5,7,3,5,3,5,2,2,1,1,5,2,9,Modern,Game Designer
4,4,7,2,2,4,5,5,2,4,3,3,3,2,8,3,5,3,4,Minimalist,Interior Designer
8,7,9,4,5,3,2,5,9,4,8,5,2,1,2,3,7,5,4,Futuristic,Illustration Artist
5,7,7,7,4,2,8,3,3,4,4,2,3,3,3,4,4,8,6,Abstract,Motion Graphics Designer
4,7,7,7,2,5,8,4,3,6,6,6,4,3,1,4,5,9,6,Minimalist,Motion Graphics Designer
6,7,5,4,8,5,4,5,9,5,6,4,2,3,2,4,7,4,8,Classic,Concept Artist
8,3,9,4,2,2,3,5,7,5,9,4,3,2,2,4,7,2,6,Futuristic,Illustration Artist
6,5,5,5,7,5,5,8,2,4,5,6,2,2,2,2,5,4,10,Minimalist,Game Designer
5,6,3,3,5,4,5,3,5,5,5,5,3,1,7,1,3,5,2,Abstract,Interior Designer
8,3,4,5,3,4,3,3,8,3,9,4,1,7,3,3,4,5,8,Realistic,Fashion Designer
5,7,7,2,7,3,4,8,2,4,6,5,1,2,3,1,4,2,3,Abstract,Game Designer
7,3,5,5,5,6,2,3,4,4,4,6,1,2,2,4,3,2,7,Modern,Packaging Designer
7,7,6,7,2,4,7,2,5,4,4,3,3,1,1,2,3,8,1,Abstract,Motion Graphics Designer
6,6,7,4,1,4,4,3,7,6,9,6,4,2,1,1,7,3,10,Classic,Illustration Artist
8,7,4,6,4,6,2,5,3,6,4,6,1,3,1,4,3,4,9,Abstract,Packaging Designer
4,4,6,4,1,4,3,1,8,6,9,5,3,9,2,1,3,3,8,Classic,Fashion Designer
8,5,5,7,2,5,8,4,3,5,5,4,3,1,3,2,4,3,2,Abstract,Video Editor
6,7,7,6,5,6,4,1,7,4,8,2,3,3,3,3,7,5,5,Abstract,Illustration Artist
8,7,3,6,2,7,2,5,3,4,6,2,9,1,3,3,3,5,6,Realistic,Web Designer
8,6,6,8,1,2,7,4,3,3,4,4,1,2,1,2,4,5,5,Abstract,Video Editor
5,3,4,9,2,2,9,2,2,4,3,4,4,3,1,3,3,2,7,Futuristic,Video Editor
4,7,6,9,3,2,7,1,4,4,3,3,3,2,2,1,4,5,4,Futuristic,Video Editor
8,4,4,6,1,6,4,5,5,6,6,6,3,2,1,7,4,4,2,Realistic,Product Designer
6,4,4,8,7,3,7,5,3,4,5,4,2,3,1,4,3,8,8,Futuristic,Animator
6,7,7,4,2,7,5,1,2,5,6,4,9,1,2,4,5,2,1,Minimalist,UX/UI Designer
8,6,5,2,1,3,3,4,5,5,3,6,2,2,1,1,3,5,8,Minimalist,Packaging Designer
7,7,4,5,2,6,3,5,2,6,3,7,2,3,2,3,3,3,10,Classic,Art Director
7,4,5,2,4,3,2,1,8,6,8,6,2,7,3,4,5,2,6,Modern,Fashion Designer
6,7,8,2,3,3,4,3,4,9,9,6,4,3,3,3,4,4,6,Futuristic,Graphic Designer
8,9,6,6,5,9,2,3,5,3,4,3,8,3,1,2,5,3,4,Modern,Web Designer
5,9,8,4,3,3,2,1,4,9,7,3,2,2,2,2,4,5,10,Futuristic,Graphic Designer
6,7,4,4,4,4,2,1,9,4,8,3,2,9,1,1,5,5,7,Realistic,Fashion Designer
4,3,7,2,3,3,4,2,3,6,4,2,4,2,3,7,3,5,7,Realistic,Product Designer
7,6,3,5,4,4,5,4,8,5,8,4,2,8,3,3,4,4,1,Modern,Fashion Designer
7,8,3,6,1,9,5,2,5,4,6,5,7,3,2,2,4,2,9,Realistic,Web Designer
4,7,7,5,5,2,2,1,8,4,9,3,1,9,3,3,3,3,6,Abstract,Fashion Designer
7,7,8,2,1,4,3,1,4,7,7,9,3,2,2,3,4,2,1,Modern,Branding & Identity Designer
8,7,7,8,3,3,9,2,3,6,6,5,3,2,1,3,5,9,10,Cartoon,Motion Graphics Designer
6,3,7,9,5,2,8,3,4,6,3,4,1,2,2,2,5,3,4,Futuristic,Video Editor
4,3,3,6,5,2,5,5,3,4,3,3,1,3,1,9,4,5,2,Abstract,Product Designer
8,7,9,4,5,4,2,2,5,7,7,6,2,2,1,3,3,2,6,Modern,Graphic Designer
7,9,9,6,5,4,2,4,5,7,9,9,3,2,3,2,5,5,7,Cartoon,Branding & Identity Designer
5,7,7,6,2,5,4,2,9,6,9,4,1,8,2,1,5,2,7,Modern,Fashion Designer
8,8,7,3,3,6,2,5,2,8,8,5,1,2,1,2,4,3,4,Modern,Graphic Designer
8,3,4,4,8,2,4,7,4,5,3,5,2,1,1,2,4,4,2,Cartoon,Game Designer
8,8,4,6,4,7,4,4,3,6,4,2,8,1,3,4,5,5,3,Classic,Web Designer
4,7,8,5,4,6,4,3,4,8,7,7,1,2,2,2,4,2,2,Abstract,Branding & Identity Designer
8,3,4,5,4,5,5,1,7,4,7,4,3,8,3,3,5,4,7,Minimalist,Fashion Designer
8,5,8,3,3,4,3,2,9,3,7,2,3,2,1,4,8,5,3,Modern,Illustration Artist
4,5,3,6,5,4,5,3,7,5,9,2,4,7,2,1,5,3,3,Realistic,Fashion Designer
7,5,8,4,4,6,5,1,7,5,9,2,3,1,3,3,9,2,2,Minimalist,Illustration Artist
6,9,7,5,1,3,4,4,5,9,8,6,3,3,3,3,4,2,1,Classic,Graphic Designer
7,4,4,9,3,5,8,3,4,3,5,2,3,1,1,1,3,3,2,Cartoon,Video Editor
5,3,4,2,1,4,3,5,2,4,4,3,2,3,1,8,4,5,10,Minimalist,Product Designer
4,3,3,5,7,3,4,9,4,3,5,6,4,2,3,3,3,2,4,Realistic,Game Designer
7,5,7,2,4,6,5,2,4,3,3,3,2,2,3,9,3,5,7,Futuristic,Product Designer
8,5,6,9,1,6,8,1,3,6,3,5,1,3,1,3,3,8,8,Abstract,Motion Graphics Designer
8,7,6,4,4,3,5,3,5,6,4,2,2,2,7,2,5,5,6,Realistic,Interior Designer
7,7,5,9,5,4,7,2,3,5,6,6,4,1,2,2,4,5,6,Realistic,Video Editor
7,4,6,4,5,5,5,3,9,3,9,2,1,9,3,3,4,5,9,Modern,Fashion Designer
5,5,6,5,7,2,2,8,5,6,4,5,4,2,2,3,4,4,10,Realistic,Game Designer
7,5,4,7,9,5,9,4,2,6,5,4,1,3,2,3,5,7,1,Cartoon,Animator
9,4,7,2,8,6,5,3,7,4,6,5,4,3,2,2,8,3,4,Abstract,Concept Artist
6,3,7,4,7,3,4,5,7,5,3,3,1,2,1,4,7,2,5,Classic,Concept Artist
6,9,9,3,1,2,3,3,5,7,8,9,4,2,2,1,5,4,1,Realistic,Branding & Identity Designer
7,5,6,3,8,5,2,9,2,3,3,2,3,2,2,2,5,4,2,Futuristic,Game Designer
7,7,6,5,9,6,4,4,7,5,5,4,2,2,3,1,8,3,3,Realistic,Concept Artist
5,3,3,5,5,6,3,4,8,3,8,5,3,9,3,3,5,5,9,Abstract,Fashion Designer
4,7,3,5,4,2,5,5,3,3,5,5,4,2,1,9,5,3,8,Abstract,Product Designer
7,5,6,4,2,6,2,1,2,6,4,4,3,2,1,9,3,3,9,Classic,Product Designer
5,6,6,9,5,3,7,2,3,6,4,5,4,3,3,4,3,2,6,Futuristic,Video Editor
4,4,5,5,1,9,3,1,5,5,5,5,7,2,1,1,5,3,6,Classic,UX/UI Designer
7,5,5,7,1,2,9,1,5,4,5,2,3,3,1,1,5,9,4,Futuristic,Motion Graphics Designer
7,6,4,8,2,5,7,2,2,4,4,6,4,1,3,1,5,5,7,Modern,Video Editor
9,7,4,3,8,6,5,4,8,6,5,2,4,3,2,4,8,3,8,Futuristic,Concept Artist
8,6,6,2,7,2,5,4,8,6,3,2,2,2,2,3,8,2,7,Abstract,Concept Artist
9,4,6,8,7,6,7,1,5,6,4,4,2,2,2,4,4,9,4,Futuristic,Animator
7,3,7,4,1,2,5,1,8,6,7,4,4,1,1,3,7,5,6,Abstract,Illustration Artist
5,4,7,3,2,4,5,3,9,4,9,6,2,9,3,3,5,5,5,Futuristic,Fashion Designer
7,7,8,5,5,6,2,1,4,7,7,4,3,3,1,2,4,4,7,Abstract,Graphic Designer
7,5,4,3,8,4,2,2,7,3,4,3,2,3,1,4,7,5,9,Cartoon,Concept Artist
6,5,6,8,8,3,7,3,5,5,3,4,1,3,2,1,4,9,7,Futuristic,Animator
6,5,6,3,4,6,4,3,4,4,5,9,3,1,1,3,3,4,3,Modern,Art Director
4,6,7,4,4,2,2,5,5,4,4,3,3,1,8,4,3,5,1,Classic,Interior Designer
8,5,3,6,9,3,5,8,3,3,4,4,3,3,3,1,3,2,2,Futuristic,Game Designer
8,4,4,5,2,5,4,1,7,4,8,2,3,9,1,3,5,2,8,Realistic,Fashion Designer
7,6,7,9,2,3,8,3,4,6,4,2,1,3,2,3,5,8,7,Modern,Motion Graphics Designer
8,7,6,5,3,7,3,2,3,5,6,4,7,3,1,1,4,2,5,Modern,Web Designer
6,9,8,6,1,6,2,1,2,9,7,4,4,1,2,2,5,3,4,Cartoon,Graphic Designer
7,3,4,4,3,7,2,3,2,6,4,5,9,1,2,2,3,2,8,Classic,UX/UI Designer
9,5,3,8,7,4,7,2,4,4,6,3,4,1,2,1,5,8,6,Minimalist,Animator
7,5,4,7,3,4,9,5,2,3,4,4,1,2,1,1,5,3,4,Futuristic,Video Editor
7,7,5,8,5,2,7,5,5,4,6,4,4,2,1,4,4,7,8,Cartoon,Motion Graphics Designer
4,9,6,6,4,8,5,2,4,5,3,2,7,1,2,1,5,5,6,Classic,Web Designer
5,7,7,6,2,7,5,2,5,3,4,6,9,2,1,3,3,4,3,Cartoon,UX/UI Designer
6,7,8,5,4,3,2,5,9,6,7,5,2,1,2,2,7,3,2,Realistic,Illustration Artist
6,4,5,9,3,3,7,3,5,6,5,5,4,1,3,2,4,8,6,Realistic,Motion Graphics Designer
7,4,3,5,7,2,2,8,3,3,5,4,4,3,1,3,4,2,8,Modern,Game Designer
8,3,4,4,4,5,5,3,5,5,6,5,3,2,8,2,5,5,5,Futuristic,Interior Designer
4,3,4,8,2,2,8,2,4,6,6,4,2,2,3,3,3,9,2,Realistic,Motion Graphics Designer
6,8,7,4,1,3,3,2,2,9,9,3,2,1,1,2,4,4,10,Cartoon,Graphic Designer
7,7,7,6,2,7,2,5,3,6,6,5,9,3,2,4,5,5,3,Realistic,UX/UI Designer
8,8,3,6,3,7,3,3,5,3,6,6,9,2,1,4,5,5,7,Classic,Web Designer
8,7,4,4,3,2,3,2,2,3,6,3,3,1,1,7,4,4,1,Abstract,Product Designer
7,4,5,3,2,2,2,4,2,6,4,4,3,3,2,7,4,2,10,Modern,Product Designer
6,5,6,3,1,6,2,1,2,4,4,7,1,2,2,4,5,4,6,Classic,Art Director
5,7,3,4,4,6,5,4,4,4,4,5,2,1,9,1,4,5,7,Abstract,Interior Designer
6,7,8,2,1,3,2,3,3,8,8,8,3,3,1,1,4,5,3,Realistic,Branding & Identity Designer
5,4,4,2,8,2,3,7,4,5,4,2,4,1,2,2,3,5,4,Realistic,Game Designer
5,3,5,4,2,5,4,1,4,3,3,8,1,1,2,2,4,2,2,Modern,Art Director
4,3,7,6,4,6,3,5,7,3,8,5,2,9,2,1,4,3,4,Futuristic,Fashion Designer
9,3,9,2,5,5,2,1,9,6,7,6,2,1,2,3,8,5,3,Cartoon,Illustration Artist
5,6,5,3,3,6,5,2,2,4,3,2,1,1,2,3,5,5,4,Minimalist,Packaging Designer
9,3,6,5,7,5,2,5,7,4,6,2,1,1,2,2,9,3,5,Modern,Concept Artist
7,7,6,8,3,2,9,4,5,5,6,4,1,2,2,4,5,9,7,Cartoon,Motion Graphics Designer
8,6,5,6,4,3,5,5,4,6,3,8,2,2,2,1,5,2,6,Abstract,Art Director
4,9,6,4,3,9,2,2,4,6,5,5,9,2,2,3,5,4,4,Abstract,Web Designer
8,3,6,2,3,3,4,3,4,4,6,8,3,1,3,1,3,4,10,Futuristic,Art Director
6,4,7,5,3,6,2,5,3,6,4,5,2,2,3,4,4,2,7,Realistic,Packaging Designer
6,5,3,3,8,4,3,4,9,3,6,5,3,3,3,1,7,2,10,Classic,Concept Artist
6,3,6,5,2,5,3,4,5,6,5,6,3,1,1,9,3,2,4,Modern,Product Designer
6,6,7,5,7,2,4,5,7,6,6,4,2,2,2,1,8,4,3,Futuristic,Concept Artist
8,3,7,2,5,2,5,4,2,3,5,3,1,3,2,3,4,4,5,Minimalist,Packaging Designer
7,5,7,2,2,9,2,4,4,3,3,2,8,3,2,2,4,3,2,Abstract,UX/UI Designer
4,6,3,2,8,6,2,7,3,5,5,2,2,3,1,2,5,4,3,Abstract,Game Designer
4,3,4,5,7,3,5,9,4,6,5,5,3,2,3,2,3,4,6,Realistic,Game Designer
7,3,5,5,3,3,3,5,4,3,4,9,4,1,3,4,4,5,4,Realistic,Art Director
8,5,7,3,5,6,2,1,9,4,8,4,1,2,1,4,9,3,3,Realistic,Illustration Artist
7,3,6,5,3,4,2,5,3,5,3,4,3,2,3,7,4,3,10,Classic,Product Designer
8,3,6,2,8,5,3,3,8,4,5,5,2,2,1,1,7,4,1,Realistic,Concept Artist
8,4,5,4,2,3,5,1,2,3,3,2,2,2,3,4,5,4,6,Cartoon,Packaging Designer
8,8,8,4,4,3,4,5,3,7,8,8,3,1,2,4,3,3,6,Futuristic,Branding & Identity Designer
4,4,3,6,9,2,3,8,3,4,3,4,1,2,1,3,5,4,7,Classic,Game Designer
8,7,6,3,1,3,4,1,3,3,4,6,4,1,1,9,5,3,9,Modern,Product Designer
5,4,5,2,5,4,2,2,9,4,9,4,3,8,2,2,4,3,10,Cartoon,Fashion Designer
6,4,3,7,8,5,7,4,4,5,5,4,4,3,2,3,4,7,1,Abstract,Animator
4,8,5,4,2,8,5,1,2,6,3,2,9,2,1,3,5,2,10,Minimalist,Web Designer
7,5,4,9,8,6,8,1,2,5,6,2,3,1,1,1,4,8,8,Classic,Animator
4,5,7,9,4,2,7,3,4,4,6,2,3,2,1,1,3,4,4,Classic,Video Editor
7,3,3,9,5,4,8,1,4,6,6,3,3,1,2,4,5,8,7,Classic,Motion Graphics Designer
9,3,9,5,2,6,5,2,9,5,7,2,3,2,3,4,8,5,8,Classic,Illustration Artist
8,6,5,2,3,9,3,3,2,4,6,3,8,3,2,4,4,5,10,Abstract,UX/UI Designer
7,3,5,7,8,3,7,4,5,4,6,2,4,1,3,2,4,8,7,Cartoon,Animator
4,5,5,6,5,7,2,1,4,3,3,5,9,2,3,4,4,3,10,Minimalist,UX/UI Designer
7,4,3,4,5,9,2,3,4,5,5,2,8,3,1,3,4,2,5,Cartoon,UX/UI Designer
7,3,6,2,4,4,2,2,4,4,5,6,3,2,9,4,4,5,7,Minimalist,Interior Designer
8,8,8,6,3,2,3,3,4,9,9,2,1,3,1,4,5,3,2,Futuristic,Graphic Designer
9,5,4,3,7,6,4,2,9,5,5,4,4,2,2,1,9,2,7,Modern,Concept Artist
6,7,8,2,2,6,3,2,2,8,7,9,4,2,1,4,4,3,5,Minimalist,Branding & Identity Designer
5,6,3,2,2,7,2,5,4,5,6,2,8,2,2,2,3,2,6,Realistic,UX/UI Designer
4,4,5,3,2,2,4,1,3,5,4,2,4,3,1,7,5,2,6,Abstract,Product Designer
6,6,5,3,3,7,2,1,5,5,6,2,8,1,3,2,4,3,9,Classic,UX/UI Designer
7,7,5,5,3,3,3,3,3,3,6,5,1,2,3,3,3,2,2,Cartoon,Packaging Designer
4,6,5,8,5,4,8,2,3,4,3,2,4,3,2,2,4,8,2,Abstract,Motion Graphics Designer
5,3,4,8,2,6,8,3,3,6,5,4,4,2,2,2,5,5,5,Classic,Video Editor
8,6,4,9,5,5,9,4,2,4,6,2,1,2,1,3,5,8,2,Cartoon,Motion Graphics Designer
7,5,5,2,4,5,3,3,2,5,5,8,4,2,1,1,3,3,5,Abstract,Art Director
8,5,3,9,7,2,7,2,2,5,6,3,3,2,3,1,5,8,8,Modern,Animator
8,7,5,6,4,8,5,5,3,6,4,6,7,3,2,2,5,4,2,Abstract,Web Designer
5,9,7,3,1,3,3,3,2,9,7,3,3,3,3,1,4,3,3,Minimalist,Graphic Designer
6,6,7,4,4,5,2,5,2,5,5,9,1,2,3,4,4,3,8,Realistic,Art Director
6,8,3,6,1,9,2,2,4,5,6,2,8,2,3,1,3,2,4,Realistic,Web Designer
6,9,5,6,5,9,3,2,4,4,5,5,7,1,1,1,5,5,5,Cartoon,Web Designer
5,4,3,6,1,4,3,4,9,6,9,3,2,8,1,3,4,2,10,Futuristic,Fashion Designer
5,5,6,2,4,3,3,1,4,3,6,6,2,2,7,4,5,4,10,Realistic,Interior Designer
6,6,5,2,4,6,3,4,4,6,4,6,2,1,7,4,4,4,10,Cartoon,Interior Designer
8,6,6,7,8,6,7,4,2,4,6,3,1,3,3,4,3,7,3,Classic,Animator
6,4,6,4,2,2,2,3,2,5,3,2,4,3,7,4,5,2,3,Abstract,Interior Designer
7,4,3,5,4,5,5,3,4,3,3,5,3,2,2,7,5,4,2,Modern,Product Designer
8,7,3,4,2,5,2,2,7,4,7,3,2,9,3,2,3,5,6,Classic,Fashion Designer
8,7,8,6,4,2,2,3,8,6,9,4,1,2,1,3,9,2,9,Classic,Illustration Artist
7,7,6,4,1,6,5,3,2,6,3,3,1,2,1,1,5,4,2,Modern,Packaging Designer
8,5,6,6,8,3,2,3,8,6,6,6,4,2,2,3,9,5,3,Modern,Concept Artist
6,6,7,5,1,2,4,5,2,4,3,7,2,3,2,4,5,5,1,Classic,Art Director
5,3,4,5,3,4,3,1,5,5,3,6,4,1,8,1,3,4,8,Realistic,Interior Designer
4,6,3,3,2,2,3,4,3,5,5,5,3,3,3,4,5,5,8,Realistic,Packaging Designer
6,4,3,5,1,5,5,3,7,4,9,3,1,8,3,2,4,2,5,Modern,Fashion Designer
6,3,6,8,5,4,7,3,3,4,4,6,1,3,3,1,3,4,5,Futuristic,Video Editor
8,5,4,2,3,7,4,1,2,5,6,5,8,2,3,1,3,5,5,Cartoon,UX/UI Designer
5,6,5,8,4,3,7,3,5,3,5,6,2,1,1,3,5,7,2,Realistic,Motion Graphics Designer
9,4,6,3,9,6,4,1,9,5,3,4,1,3,3,3,9,5,3,Realistic,Concept Artist
6,7,3,8,7,2,8,3,5,4,6,4,4,1,3,2,4,9,8,Realistic,Animator
4,7,7,4,5,6,5,2,2,8,7,2,4,1,1,2,3,4,5,Minimalist,Graphic Designer
6,4,5,4,2,6,5,5,4,4,4,2,2,2,9,2,4,4,1,Futuristic,Interior Designer
7,7,8,4,1,5,3,4,5,7,8,7,3,3,1,3,3,2,3,Futuristic,Branding & Identity Designer
7,5,6,8,8,5,8,5,3,4,5,2,4,1,2,3,4,7,1,Realistic,Animator
8,6,3,7,4,6,9,3,2,4,6,3,4,1,3,2,5,9,2,Cartoon,Motion Graphics Designer
6,3,4,5,3,5,4,4,5,5,5,6,3,3,7,3,5,2,6,Minimalist,Interior Designer
7,5,8,3,5,4,2,5,9,6,8,5,4,2,2,2,8,3,9,Cartoon,Illustration Artist
7,8,7,5,3,2,5,5,5,9,7,7,2,3,1,1,3,5,6,Cartoon,Branding & Identity Designer
6,3,3,8,5,6,8,4,5,3,6,4,3,3,2,2,5,9,10,Minimalist,Motion Graphics Designer
4,7,8,4,2,4,3,4,3,8,8,8,4,3,3,4,3,3,8,Cartoon,Branding & Identity Designer
8,7,8,3,1,6,3,4,2,7,7,9,1,2,3,1,5,4,4,Realistic,Branding & Identity Designer
7,4,5,3,2,5,2,5,2,6,3,6,2,2,1,8,3,2,8,Abstract,Product Designer
8,9,8,4,3,5,3,1,4,8,7,8,2,1,2,1,5,2,6,Minimalist,Branding & Identity Designer
4,7,7,4,1,3,5,3,2,5,4,2,4,1,9,1,5,2,4,Realistic,Interior Designer
5,7,6,7,5,3,9,4,2,4,3,2,2,1,1,4,3,2,4,Cartoon,Video Editor
8,4,3,2,1,4,3,3,5,5,6,6,1,2,3,3,3,3,9,Modern,Packaging Designer
7,4,5,2,7,5,2,2,9,3,4,2,1,1,1,2,9,4,7,Cartoon,Concept Artist
7,4,5,8,2,2,7,5,5,3,3,3,4,1,3,2,5,4,7,Abstract,Video Editor
9,3,7,4,5,6,5,3,9,4,9,3,3,2,1,3,7,3,2,Classic,Illustration Artist
8,5,4,2,5,4,5,1,3,5,5,7,3,2,2,4,3,3,10,Cartoon,Art Director
